gamename,pop,ip,agent,qtd,cluster,client_id
uru-ing,spomp,177.42.17.77,42c0f3ec36c50316595b48f030ecd30631f7da5f,1,1,271
hon-equ,riomp,189.32.8.203,c0236d31153b6421284a662ed5ad11fb2d50db0f,1,2,272
cam-cro,riomp,187.104.32.174,894af19d7638770229799ae0b5cb49e0cc462309,1,1,273
gha-usa,riomp,179.213.46.232,cb060b016d74291d044195769b0b72a6e3fe94d3,1,1,274
aus-hol,riomp,187.127.196.93,dc135cc7a47568ea900ecd3b961a46f9dc3a15c8,1,4,275
aus-hol,spomp,177.103.235.130,b2990bfa9e15fd2cc5b915281845342748fdabae,1,4,276
aus-spa_hol-chi,spomp,177.134.89.133,b2990bfa9e15fd2cc5b915281845342748fdabae,2,3,277
spa-hol,riomp,200.149.187.52,a9660bb0ff694424cb86b10498a28bebfb050c73,1,7,278
ger-por,riomp,179.180.151.186,fb4ba1bf9db184b8d649db73a24c5d98571d7d8d,1,5,279
ita-cri,spomp,191.180.134.218,894af19d7638770229799ae0b5cb49e0cc462309,1,1,280
hol-mex,spomp,152.252.212.206,c20724d579b48ce48b0856157faaaa7871bf02f0,1,2,281
ita-cri,spomp,177.102.219.15,2dcf1dc39737c6f8bd986686dff80cb99839ec78,1,1,282
col-mar,spomp,177.53.117.130,894af19d7638770229799ae0b5cb49e0cc462309,1,5,283
bra-cro,riomp,187.113.179.156,35d3136c872f1aad3a3483c918696798e2b9bfec,2,6,284
sui-fra,spomp,189.79.107.219,a9660bb0ff694424cb86b10498a28bebfb050c73,1,1,285
ger-por,spomp,187.115.53.131,7aa9588919313cfb2c7f5b68f9f1c9c4ece153d4,1,5,286
aus-spa_hol-chi,spomp,177.23.91.103,42c5d6a9cd00dc7a34fa70231ea4360f26c75906,2,3,287
sui-fra,riomp,177.124.205.3,b2990bfa9e15fd2cc5b915281845342748fdabae,1,4,288
aus-hol,riomp,189.48.230.253,98baa0ff56188180d72003c664d3928a2c4c3118,2,3,289
usa-ger_por-gha,riomp,201.64.113.98,2d08e40b2f19faf50d59ed3851bbc5117e0c8ab6,2,2,290
ita-cri,riomp,177.194.35.66,f649355a73758feaed760693a196c77573763a51,1,4,291
ger-por,riomp,201.50.204.73,2aefe6a4a5b36b50c601c7faae293ebcc1633a52,1,7,292
bel-alg,riomp,189.16.16.82,219460d9be7caff720d11a53a01f58926d706c0c,2,3,293
ger-por,riomp,177.10.193.138,32648e3d1ee8221c688d3a8367e4c884a8f9deef,1,7,294
ita-cri,riomp,187.59.138.38,894af19d7638770229799ae0b5cb49e0cc462309,1,4,295
usa-ger_por-gha,riomp,179.202.254.129,c0236d31153b6421284a662ed5ad11fb2d50db0f,1,2,296
spa-chi,spomp,187.112.204.39,894af19d7638770229799ae0b5cb49e0cc462309,3,3,297
sko-alg,riomp,177.12.16.5,4f8f1c73ed441a6ea93de68b909f8062e25f85f5,10,3,298
cam-cro,riomp,187.20.20.87,a14c294e78da47b05b0f83156e6f72af0c4e26c1,1,2,299
ira-nig,riomp,200.178.250.130,e8d8fd74209cf056a34f1a1986f87bc12cde919a,2,3,300
spa-hol,riomp,187.58.103.235,42c0f3ec36c50316595b48f030ecd30631f7da5f,2,6,301
spa-hol,spomp,177.37.6.2,2aefe6a4a5b36b50c601c7faae293ebcc1633a52,1,7,302
col-mar,spomp,201.94.241.12,42c0f3ec36c50316595b48f030ecd30631f7da5f,1,1,303
jap-gre,spomp,177.98.164.213,70d6ff4684ff0d151a74c1cb8ea42741d178f81c,1,1,304
aus-hol,riomp,200.239.65.1,f06c7ca96969efd0520994eba18f5ef0be8bf071,1,2,305
arg-bel,riomp,179.123.22.166,4b4e7ff552142440214f219b752ac66fb32a30ea,1,2,306
col-mar,spomp,177.18.104.59,d7f2e3eb6aca7660e9bfcee7c6e5813f5b6ca055,1,4,307
bel-alg,spomp,187.10.17.132,0ecc5118a6fce55d4bc5c389476d3cc4f3cd3fbb,1,7,308
aus-hol,spomp,200.135.161.1,8bc0ab73fa7f0980b3ed06301a25aaa6281eeacd,1,2,309
aus-hol,spomp,179.208.176.206,894af19d7638770229799ae0b5cb49e0cc462309,1,1,310
arg-bos,riomp,186.205.211.72,d7f2e3eb6aca7660e9bfcee7c6e5813f5b6ca055,3,3,311
bel-alg,riomp,177.17.112.184,9b4510ded13c04094d3576666ccd0c8f1d173d54,2,6,312
mex-cam,spomp,201.3.79.2,e8d8fd74209cf056a34f1a1986f87bc12cde919a,2,6,313
spa-chi,riomp,179.182.168.55,2adfac9743580e39b6f9816adbf033d61bd7b31c,5,3,314
aus-spa_hol-chi,riomp,179.199.142.253,a9660bb0ff694424cb86b10498a28bebfb050c73,2,3,315
uru-cri,spomp,179.142.27.170,42c0f3ec36c50316595b48f030ecd30631f7da5f,1,4,316
aus-spa_hol-chi,spomp,179.182.59.66,42c0f3ec36c50316595b48f030ecd30631f7da5f,2,6,317
ale-arg,riomp,200.217.21.244,68ed4f252b9249b0d47ab7ba1b6725810c663ba2,1,2,318
usa-ger_por-gha,spomp,186.201.198.247,38ff28a4cc45b6f0c668ca5b8aea29d0315d5c4d,2,6,319
ger-por,spomp,201.67.224.133,b2990bfa9e15fd2cc5b915281845342748fdabae,1,7,320
spa-hol,spomp,186.195.36.210,42c0f3ec36c50316595b48f030ecd30631f7da5f,1,7,321
sui-fra,spomp,191.180.244.212,9b4510ded13c04094d3576666ccd0c8f1d173d54,1,1,322
ger-por,riomp,179.154.252.226,a9660bb0ff694424cb86b10498a28bebfb050c73,1,5,323
bel-rus,spomp,189.84.187.18,dfd4722404c787ba57d26ffd82c983894bb3764b,1,1,324
ger-gha,spomp,189.114.198.44,9b04140eb5ba4a05fd355e215af2888fc5562b50,1,1,325
eng-ita,riomp,179.219.242.93,46de19a2990977a41d270807871cc9112a0f7543,4,3,326
sui-equ,spomp,189.102.153.177,2adfac9743580e39b6f9816adbf033d61bd7b31c,1,1,327
sui-fra,spomp,177.68.95.31,894af19d7638770229799ae0b5cb49e0cc462309,1,1,328
sui-fra,spomp,186.220.194.218,2d08e40b2f19faf50d59ed3851bbc5117e0c8ab6,2,2,329
bra-mex,riomp,187.3.125.210,640b36bee436b92c730f383b0ea01bddd86df606,1,7,330
bel-alg,riomp,177.192.208.112,894af19d7638770229799ae0b5cb49e0cc462309,1,4,331
ira-nig,spomp,201.2.135.160,2dcf1dc39737c6f8bd986686dff80cb99839ec78,1,7,332
hon-sui_equ-fra,spomp,191.5.133.20,aa739e3aaaa1fbfc8667bb26120e9930df881a82,2,6,333
sui-equ,riomp,189.54.92.199,ae673b88a9a85c89f8e86d122fb0cae345e89777,3,2,334
spa-chi,spomp,177.43.90.102,894af19d7638770229799ae0b5cb49e0cc462309,1,5,335
ita-cri,spomp,177.6.50.183,894af19d7638770229799ae0b5cb49e0cc462309,2,3,336
cri-ing_ita-uru,riomp,179.65.206.198,09eddba4d3c6edb19fb93854255cb64fba47394a,1,2,337
hon-equ,riomp,179.187.126.12,894af19d7638770229799ae0b5cb49e0cc462309,1,1,338
spa-chi,spomp,179.209.225.185,2d08e40b2f19faf50d59ed3851bbc5117e0c8ab6,3,2,339
usa-ger_por-gha,riomp,189.34.85.66,24ef882f1152e03c0b494b9d9ae53f4b315e2397,2,2,340
rus-sko,riomp,187.85.235.231,80842fe863ed99ed7773f1bbdcd205050cf62b99,1,4,341
sui-equ,riomp,179.225.225.132,a14c294e78da47b05b0f83156e6f72af0c4e26c1,1,2,342
aus-hol,riomp,187.79.213.117,70d6ff4684ff0d151a74c1cb8ea42741d178f81c,1,1,343
ira-nig,spomp,187.3.81.203,894af19d7638770229799ae0b5cb49e0cc462309,1,4,344
aus-spa_hol-chi,riomp,201.22.148.29,894af19d7638770229799ae0b5cb49e0cc462309,1,1,345
mar-jap,riomp,177.34.116.175,70d6ff4684ff0d151a74c1cb8ea42741d178f81c,1,1,346
arg-sui,spomp,150.162.240.3,4b4e7ff552142440214f219b752ac66fb32a30ea,1,2,347
gha-usa,spomp,186.212.54.244,ab9591d1bbbd6a90cafd4720c1838e9d181a40ba,2,3,348
cam-cro,spomp,200.146.113.225,f50543a4c8e58e4b4fbb2a2bcee3b50535e1915e,1,1,349
ger-por,riomp,187.33.253.18,d7f2e3eb6aca7660e9bfcee7c6e5813f5b6ca055,6,3,350
ira-nig,spomp,177.2.45.144,b2990bfa9e15fd2cc5b915281845342748fdabae,3,6,351
sui-fra,riomp,189.25.157.19,739498a121e4d70c036106975179a5b0319bda1c,3,3,352
arg-bos,spomp,179.110.4.81,70d6ff4684ff0d151a74c1cb8ea42741d178f81c,1,1,353
mex-cam,riomp,177.133.136.210,72801ed0f3bca518aed1d82bba6a0712363942bf,3,6,354
arg-sui,riomp,179.159.56.89,a9660bb0ff694424cb86b10498a28bebfb050c73,1,4,355
aus-hol,spomp,143.107.48.18,219460d9be7caff720d11a53a01f58926d706c0c,2,6,356
ita-cri,spomp,177.96.7.236,42c0f3ec36c50316595b48f030ecd30631f7da5f,1,4,357
ira-nig,riomp,187.23.36.165,894af19d7638770229799ae0b5cb49e0cc462309,1,7,358
cam-cro,spomp,200.225.217.182,1d7a5db3bfe0d67db519f4adb67fbd0a6fbae451,1,4,359
aus-hol,riomp,187.126.83.129,42c0f3ec36c50316595b48f030ecd30631f7da5f,2,6,360
ger-por,spomp,201.24.230.123,894af19d7638770229799ae0b5cb49e0cc462309,1,4,361
col-mar,riomp,191.177.20.201,fb4ba1bf9db184b8d649db73a24c5d98571d7d8d,1,1,362
aus-hol,riomp,200.248.249.226,640b36bee436b92c730f383b0ea01bddd86df606,3,3,363
usa-por,riomp,189.82.70.35,5384a8df7b1724880dcd2196684de136282c1954,1,2,364
mex-cam,riomp,177.179.191.69,ef72f67b5462d7a26d81082f5331d72a85fe921b,1,1,365
bra-cro,riomp,187.107.60.252,42c0f3ec36c50316595b48f030ecd30631f7da5f,1,1,366
eng-ita,spomp,187.10.183.178,42c0f3ec36c50316595b48f030ecd30631f7da5f,1,1,367
mex-cam,riomp,189.3.142.162,6a1661efe3c936b49a6eb0b7dfec8b1990904244,1,7,368
spa-chi,spomp,177.95.183.45,d7f2e3eb6aca7660e9bfcee7c6e5813f5b6ca055,3,3,369
jap-col_gre-mar,spomp,177.156.97.40,6a1661efe3c936b49a6eb0b7dfec8b1990904244,1,1,370
hol-arg,riomp,179.113.116.176,8a56767dccf0081b1ef611bca52a59e371f28c8e,1,2,371
aus-hol,spomp,179.132.206.7,70d6ff4684ff0d151a74c1cb8ea42741d178f81c,1,7,372
fra-nig,riomp,191.32.157.255,75ff74783856c7470bc25b932173b77cceb3fbe6,2,2,373
mex-cam,spomp,201.22.68.20,cdc1ee33665b7784bf82a2c3e2d48f8db2743061,1,1,374
ira-nig,spomp,201.40.186.160,9b04140eb5ba4a05fd355e215af2888fc5562b50,1,4,375
bra-mex,riomp,179.154.4.53,d95e57a5744391b0c20e5bc60b73178a76d10251,2,6,376
fra-hon,riomp,177.180.27.30,2adfac9743580e39b6f9816adbf033d61bd7b31c,2,3,377
mex-cam,spomp,189.14.55.226,b2990bfa9e15fd2cc5b915281845342748fdabae,1,1,378
bra-col,riomp,177.101.176.60,a9660bb0ff694424cb86b10498a28bebfb050c73,1,4,379
gha-usa,riomp,177.34.231.211,42c0f3ec36c50316595b48f030ecd30631f7da5f,1,7,380
spa-hol,spomp,186.220.172.124,894af19d7638770229799ae0b5cb49e0cc462309,3,6,381
arg-ira,riomp,177.12.34.232,b2990bfa9e15fd2cc5b915281845342748fdabae,1,4,382
spa-hol,spomp,179.255.177.181,2d08e40b2f19faf50d59ed3851bbc5117e0c8ab6,1,2,383
uru-ing,riomp,177.35.34.80,d7f2e3eb6aca7660e9bfcee7c6e5813f5b6ca055,1,4,384
ger-por,spomp,177.99.153.13,7a6ea9f61bf602d6fe98d83e821c6200081c5e66,2,3,385
arg-bos,riomp,189.17.28.3,894af19d7638770229799ae0b5cb49e0cc462309,1,1,386
cri-ing_ita-uru,riomp,179.214.163.237,67e1e5558e001f6ad7696aba9083b46eebbc2840,1,2,387
arg-bos,spomp,200.100.104.35,42c0f3ec36c50316595b48f030ecd30631f7da5f,3,3,388
aus-hol,riomp,187.69.34.187,42c0f3ec36c50316595b48f030ecd30631f7da5f,1,4,389
cam-cro,riomp,177.142.183.4,894af19d7638770229799ae0b5cb49e0cc462309,2,6,390
ale-arg,spomp,177.17.159.107,4b4e7ff552142440214f219b752ac66fb32a30ea,1,2,391
col-gre,spomp,186.219.106.121,9cab721fb55c11ed89cefdd78799ce53cf2df98c,2,2,392
fra-nig,spomp,191.21.155.142,8bc0ab73fa7f0980b3ed06301a25aaa6281eeacd,1,2,393
aus-spa_hol-chi,spomp,177.106.195.208,5384a8df7b1724880dcd2196684de136282c1954,1,2,394
spa-chi,riomp,189.107.182.104,dc135cc7a47568ea900ecd3b961a46f9dc3a15c8,2,3,395
fra-nig,spomp,186.223.110.122,42c0f3ec36c50316595b48f030ecd30631f7da5f,1,4,396
bel-alg,spomp,177.132.21.185,894af19d7638770229799ae0b5cb49e0cc462309,1,1,397
aus-hol,spomp,200.155.56.177,27d5ac84ddf74843ff044d7f4d47ebb6133f84a7,2,3,398
uru-ing,riomp,179.181.99.160,fb4ba1bf9db184b8d649db73a24c5d98571d7d8d,1,1,399
uru-ing,spomp,201.75.227.201,cdc1ee33665b7784bf82a2c3e2d48f8db2743061,1,1,400
mex-cam,riomp,179.234.55.153,6e1c38356769095ad76267f9edb43ddae2af1491,1,1,401
fra-ale,spomp,179.108.175.147,47c4619cb6249257996c817425f5bfeb01a1fb65,6,2,402
ita-cri,riomp,186.221.139.40,894af19d7638770229799ae0b5cb49e0cc462309,1,4,403
sui-equ,riomp,189.4.197.151,42c0f3ec36c50316595b48f030ecd30631f7da5f,1,1,404
bel-usa,spomp,177.96.186.155,894af19d7638770229799ae0b5cb49e0cc462309,1,1,405
ira-nig,spomp,179.179.187.203,894af19d7638770229799ae0b5cb49e0cc462309,1,1,406
gha-usa,riomp,186.235.165.251,894af19d7638770229799ae0b5cb49e0cc462309,3,3,407
aus-hol,riomp,189.106.44.129,42c0f3ec36c50316595b48f030ecd30631f7da5f,1,7,408
hol-arg,riomp,191.33.44.215,bcecac675ccbda64625a8b3147c12ef17c003c11,3,2,409
uru-ing,riomp,177.134.239.83,894af19d7638770229799ae0b5cb49e0cc462309,2,6,410
ger-por,riomp,179.184.162.206,cdc1ee33665b7784bf82a2c3e2d48f8db2743061,3,3,411
hol-arg,riomp,189.3.21.66,2e9a0115d6144d0a9303225658484bc05983697f,1,2,412
sui-fra,spomp,200.131.199.29,2b37a1c9bb4ef4494c5d549b28f3e231639f526d,1,1,413
ita-cri,riomp,179.199.83.59,42c0f3ec36c50316595b48f030ecd30631f7da5f,1,4,414
fra-ale,spomp,179.166.69.51,e53ee76453d29deae39beda6490b9d0ca751943c,1,2,415
sui-fra,spomp,177.102.143.52,ad6bd9e9c57060287f23e6a35ccaa616499b769d,2,6,416
fra-hon,riomp,189.122.190.36,894af19d7638770229799ae0b5cb49e0cc462309,1,1,417
ita-cri,riomp,187.20.231.31,42c0f3ec36c50316595b48f030ecd30631f7da5f,1,1,418
usa-por,riomp,179.211.40.27,42c0f3ec36c50316595b48f030ecd30631f7da5f,1,4,419
bel-alg,riomp,191.247.224.160,8a56767dccf0081b1ef611bca52a59e371f28c8e,1,2,420
aus-spa_hol-chi,riomp,179.187.191.105,42c0f3ec36c50316595b48f030ecd30631f7da5f,1,7,421
hol-arg,riomp,177.12.27.107,dc58b5eb7a74df4e9e1ac50e7cafdf3293e5ee14,3,2,422
spa-chi,riomp,187.106.116.9,894af19d7638770229799ae0b5cb49e0cc462309,1,7,423
spa-chi,spomp,187.75.245.24,0ef0623c76015a0985cda21e34a8eb498c546372,1,7,424
rus-sko,riomp,201.82.76.214,7f82b255cd34cee112f6ff47b609d66ff556ee42,1,4,425
hol-arg,riomp,177.97.223.198,3de8c0c29140e405b61b33ef623956fdbf292c4b,2,2,426
col-mar,spomp,177.36.60.11,2d08e40b2f19faf50d59ed3851bbc5117e0c8ab6,3,2,427
aus-hol,spomp,186.214.94.217,894af19d7638770229799ae0b5cb49e0cc462309,5,6,428
spa-hol,riomp,186.206.228.40,894af19d7638770229799ae0b5cb49e0cc462309,1,4,429
arg-sui,riomp,189.101.81.167,72e119ab509aedb17a35d93e33c76a1d29abefbe,1,2,430
sui-fra,spomp,201.34.46.213,2dcf1dc39737c6f8bd986686dff80cb99839ec78,1,7,431
arg-ira,riomp,189.126.213.158,894af19d7638770229799ae0b5cb49e0cc462309,2,6,432
ger-por,spomp,177.132.81.87,55efde50856b21f45aa4ea38a7358e8752aa9980,1,5,433
uru-cri,spomp,189.27.135.117,894af19d7638770229799ae0b5cb49e0cc462309,2,6,434
ira-nig,spomp,177.156.120.54,42c0f3ec36c50316595b48f030ecd30631f7da5f,2,3,435
arg-ira,spomp,189.100.80.253,a14c294e78da47b05b0f83156e6f72af0c4e26c1,2,2,436
ira-nig,riomp,164.41.15.91,9b04140eb5ba4a05fd355e215af2888fc5562b50,1,1,437
gha-usa,spomp,187.10.214.49,39045115393111b728072d0f850c9fa1fa100c53,2,2,438
ger-por,spomp,179.126.118.86,db3782434708aa0c75d65ff9ec2c35f748542795,3,3,439
ger-por,spomp,200.144.255.84,cb060b016d74291d044195769b0b72a6e3fe94d3,1,5,440
eng-ita,spomp,187.59.159.62,42c0f3ec36c50316595b48f030ecd30631f7da5f,3,6,441
sui-fra,riomp,177.179.73.7,894af19d7638770229799ae0b5cb49e0cc462309,1,4,442
bra-cro,riomp,186.213.250.195,d7f2e3eb6aca7660e9bfcee7c6e5813f5b6ca055,1,1,443
ger-por,spomp,200.96.184.222,4991a63a755c0a1f2acd6ac162d06058945efe42,2,3,444
spa-chi,spomp,187.114.159.86,70d6ff4684ff0d151a74c1cb8ea42741d178f81c,1,5,445
ger-por,spomp,200.148.9.103,b2990bfa9e15fd2cc5b915281845342748fdabae,2,3,446
ita-cri,riomp,191.178.186.120,42c0f3ec36c50316595b48f030ecd30631f7da5f,1,7,447
rus-sko,spomp,179.111.197.242,288bb71df34c68e0a2d886d4a803b820c75e3ccb,1,7,448
gha-usa,spomp,179.209.99.212,08c3bc86ee0871398967ef0b6772f5139877e363,4,2,449
arg-sui,spomp,179.146.226.153,aa739e3aaaa1fbfc8667bb26120e9930df881a82,2,3,450
mex-cam,spomp,200.195.170.69,4991a63a755c0a1f2acd6ac162d06058945efe42,1,7,451
spa-hol,spomp,186.225.104.202,42c0f3ec36c50316595b48f030ecd30631f7da5f,3,3,452
ger-por,spomp,200.169.13.78,b2990bfa9e15fd2cc5b915281845342748fdabae,4,3,453
spa-hol,riomp,189.13.229.126,24d1ad7cf387d8b92ab0642c7bf036aeb3a58bea,1,7,454
spa-hol,spomp,177.135.249.104,894af19d7638770229799ae0b5cb49e0cc462309,1,1,455
aus-hol,riomp,187.87.207.14,aa739e3aaaa1fbfc8667bb26120e9930df881a82,1,1,456
cam-bra_cro-mex,riomp,189.7.171.106,894af19d7638770229799ae0b5cb49e0cc462309,1,1,457
mex-cam,spomp,200.193.161.132,5b0fd9de86f30cfd731f8de4a946e9a444176501,3,3,458
nig-arg_bos-ira,spomp,181.95.76.137,ed50408aa588cd09b49a6961cc6aac3388ca5ea1,1,4,459
spa-hol,riomp,177.19.44.7,b2990bfa9e15fd2cc5b915281845342748fdabae,1,1,460
uru-ing,spomp,187.19.12.251,894af19d7638770229799ae0b5cb49e0cc462309,1,1,461
ger-por,spomp,201.25.191.35,a9660bb0ff694424cb86b10498a28bebfb050c73,7,3,462
sko-alg,riomp,177.40.190.230,b2990bfa9e15fd2cc5b915281845342748fdabae,1,1,463
aus-spa_hol-chi,spomp,187.10.149.188,b2990bfa9e15fd2cc5b915281845342748fdabae,1,1,464
cri-ing_ita-uru,riomp,187.8.167.74,42c0f3ec36c50316595b48f030ecd30631f7da5f,1,7,465
aus-hol,spomp,150.164.11.34,4c0f24df10f06d188ad289429a19e6ab5b9b0096,5,3,466
bra-cro,spomp,187.10.57.76,d7f2e3eb6aca7660e9bfcee7c6e5813f5b6ca055,1,4,467
ira-nig,riomp,177.182.164.125,894af19d7638770229799ae0b5cb49e0cc462309,1,4,468
jap-gre,riomp,191.247.224.13,d1e6984f8c6ffaf9f82a71be43ba3aef583cda3b,1,2,469
arg-bos,riomp,177.96.230.25,894af19d7638770229799ae0b5cb49e0cc462309,1,4,470
mex-cam,riomp,179.216.240.194,894af19d7638770229799ae0b5cb49e0cc462309,4,3,471
uru-cri,spomp,177.18.213.245,70d6ff4684ff0d151a74c1cb8ea42741d178f81c,1,7,472
uru-ing,spomp,187.56.142.62,1d3533473747867f5ae2e667e469e9838feaeff0,1,7,473
col-mar,riomp,186.216.28.44,47c4619cb6249257996c817425f5bfeb01a1fb65,1,2,474
mex-cam,riomp,200.137.227.20,4991a63a755c0a1f2acd6ac162d06058945efe42,1,7,475
uru-ing,riomp,177.36.9.106,dc135cc7a47568ea900ecd3b961a46f9dc3a15c8,1,4,476
fra-ale,riomp,189.22.226.50,b15dbc880b78f9ac118892d51babf61296e64369,1,1,477
hol-arg,riomp,187.78.221.54,f566eee8ce0675da0ef51d193e7d2bd041659854,2,2,478
ger-por,spomp,189.123.105.77,894af19d7638770229799ae0b5cb49e0cc462309,2,3,479
uru-cri,spomp,177.96.33.45,b6f368b100b86debdf5385b7a0394b6bb986d8ee,2,6,480
ger-por,spomp,187.5.142.165,cdc1ee33665b7784bf82a2c3e2d48f8db2743061,1,4,481
usa-por,spomp,189.62.196.15,f9df8effe7623190c79258d1ab41c820f143eb0d,1,1,482
arg-ira,spomp,187.121.20.108,894af19d7638770229799ae0b5cb49e0cc462309,2,6,483
bel-alg,riomp,186.205.147.119,42c0f3ec36c50316595b48f030ecd30631f7da5f,1,7,484
ger-por,riomp,189.103.73.127,cdc1ee33665b7784bf82a2c3e2d48f8db2743061,6,3,485
sko-alg,riomp,189.105.211.86,e43bd7cc84a7c1d7d5c86b0089d9bf06293efc99,1,7,486
jap-col_gre-mar,spomp,177.39.21.42,b3a709451483107c4f8e10c1745a306e0f83da06,2,2,487
aus-spa_hol-chi,riomp,201.80.60.13,b2990bfa9e15fd2cc5b915281845342748fdabae,3,6,488
ita-cri,spomp,177.102.145.148,c0236d31153b6421284a662ed5ad11fb2d50db0f,1,2,489
spa-chi,riomp,187.86.92.249,b2990bfa9e15fd2cc5b915281845342748fdabae,1,7,490
mex-cam,riomp,201.33.175.166,cdc1ee33665b7784bf82a2c3e2d48f8db2743061,1,7,491
spa-chi,riomp,186.247.14.217,fb4ba1bf9db184b8d649db73a24c5d98571d7d8d,1,4,492
ira-nig,spomp,200.18.252.65,894af19d7638770229799ae0b5cb49e0cc462309,1,1,493
spa-chi,spomp,177.158.118.246,219460d9be7caff720d11a53a01f58926d706c0c,5,3,494
spa-chi,spomp,177.0.134.60,42c0f3ec36c50316595b48f030ecd30631f7da5f,1,4,495
jap-gre,spomp,143.54.145.175,55efde50856b21f45aa4ea38a7358e8752aa9980,2,3,496
cam-bra_cro-mex,spomp,187.52.66.118,42c0f3ec36c50316595b48f030ecd30631f7da5f,8,3,497
spa-chi,spomp,187.62.214.90,6e1c38356769095ad76267f9edb43ddae2af1491,1,4,498
aus-hol,riomp,187.40.66.246,2b37a1c9bb4ef4494c5d549b28f3e231639f526d,1,4,499
aus-spa_hol-chi,riomp,150.164.20.237,894af19d7638770229799ae0b5cb49e0cc462309,11,3,500
arg-bos,riomp,179.179.205.76,894af19d7638770229799ae0b5cb49e0cc462309,1,4,501
uru-ing,spomp,177.156.106.72,42c0f3ec36c50316595b48f030ecd30631f7da5f,1,7,502
spa-chi,spomp,179.183.184.70,42c0f3ec36c50316595b48f030ecd30631f7da5f,1,5,503
cam-cro,spomp,189.45.20.31,894af19d7638770229799ae0b5cb49e0cc462309,2,3,504
sui-fra,spomp,179.252.48.96,42c0f3ec36c50316595b48f030ecd30631f7da5f,1,1,505
spa-hol,spomp,177.190.226.47,d7f2e3eb6aca7660e9bfcee7c6e5813f5b6ca055,1,7,506
aus-spa_hol-chi,spomp,201.93.13.224,53373b52fc2550fe918a90a0d982e662a852d692,1,1,507
aus-spa_hol-chi,spomp,177.155.128.55,42c0f3ec36c50316595b48f030ecd30631f7da5f,2,3,508
bel-rus,spomp,187.74.171.166,c0236d31153b6421284a662ed5ad11fb2d50db0f,1,2,509
bra-col,riomp,179.237.209.171,15218f28eb932f99a695e4a5c9e606ae721de492,2,2,510
mex-cam,spomp,189.112.187.14,20c6585ca6bf346caff6bbb0953da5b91aaaefdc,3,2,511
sui-fra,spomp,201.6.225.22,98baa0ff56188180d72003c664d3928a2c4c3118,2,3,512
ita-cri,spomp,179.252.16.183,70d6ff4684ff0d151a74c1cb8ea42741d178f81c,1,4,513
bra-mex,riomp,177.183.216.86,42c0f3ec36c50316595b48f030ecd30631f7da5f,1,7,514
aus-hol,spomp,177.148.135.136,42c0f3ec36c50316595b48f030ecd30631f7da5f,2,6,515
bra-mex,riomp,177.82.137.41,9efab587bbdb02388953a46f46a05c307e0ce31c,1,2,516
spa-chi,riomp,200.187.24.129,b2990bfa9e15fd2cc5b915281845342748fdabae,1,7,517
arg-bos,spomp,189.46.14.45,2d08e40b2f19faf50d59ed3851bbc5117e0c8ab6,1,2,518
hol-cri,riomp,191.247.224.56,16e6209425b32a2d3f60df48c3b8e80c3a0490d9,3,2,519
spa-hol,spomp,177.32.104.219,9b04140eb5ba4a05fd355e215af2888fc5562b50,3,6,520
bra-cro,spomp,187.109.88.171,8423bbf8406368d9044cf566ff3c8caa7fe5e3b0,2,3,521
hon-sui_equ-fra,riomp,177.142.239.37,65681508b95c077c1fcc4588cdd4e34c0d7ca69a,1,2,522
ita-cri,riomp,187.41.205.89,ad6bd9e9c57060287f23e6a35ccaa616499b769d,1,4,523
arg-ira,riomp,189.32.17.239,894af19d7638770229799ae0b5cb49e0cc462309,1,1,524
aus-hol,spomp,177.9.90.178,894af19d7638770229799ae0b5cb49e0cc462309,3,3,525
ita-cri,riomp,177.34.19.188,b2990bfa9e15fd2cc5b915281845342748fdabae,1,4,526
jap-col_gre-mar,spomp,200.153.240.72,8c85dc94ec300636048f3f7b41f467af644b15e6,2,2,527
ita-cri,spomp,177.189.217.143,b4cad5130e3e5343b058c09b026cf26c7843200e,3,3,528
ger-por,riomp,201.18.107.90,aa739e3aaaa1fbfc8667bb26120e9930df881a82,2,3,529
ira-nig,spomp,191.243.9.114,38603bb00d1ec09f77f331dc60e73ffc723ef276,1,1,530
gha-usa,riomp,177.41.123.46,42c0f3ec36c50316595b48f030ecd30631f7da5f,1,1,531
sui-fra,spomp,201.23.159.10,1ed105bc7765665627b084b425ea52b641c1f30d,2,6,532
arg-bel,riomp,189.81.195.87,4d27506e8b0a2f9b86d696d6482cb7039edc8eb1,3,2,533
ale-alg,riomp,191.247.224.145,7c044618511deb26ef03d0ac2bf7e2b51741f7b0,1,2,534
hol-cri,spomp,179.99.158.20,42c0f3ec36c50316595b48f030ecd30631f7da5f,1,4,535
spa-chi,spomp,187.5.191.114,894af19d7638770229799ae0b5cb49e0cc462309,1,7,536
bra-chi,riomp,189.83.141.15,2d08e40b2f19faf50d59ed3851bbc5117e0c8ab6,1,2,537
aus-spa_hol-chi,spomp,177.19.125.116,ff9ca2daf89c5933dc46b859c2355a309512f002,1,1,538
mar-jap,riomp,177.35.8.131,70d6ff4684ff0d151a74c1cb8ea42741d178f81c,2,6,539
uru-ing,riomp,177.42.112.47,6a1661efe3c936b49a6eb0b7dfec8b1990904244,2,6,540
fra-ale,riomp,189.40.66.13,4b4e7ff552142440214f219b752ac66fb32a30ea,2,2,541
arg-sui,riomp,187.61.152.8,abe31351b705861d0ae83e03c16f247552636422,3,2,542
